ID,Nombre,Universidad,ID Universidad,Campus,ID Campus,Acreditación,Vacantes,Cant. Semestres,Arancel,Área,Horario,Empleabilidad,Ingreso,Admisión,Corte 2017,Corte 2016,Lenguaje,Matemáticas,Historia (Cs. Sociales),Ciencias,NEM,Ranking,Descripción,area_id
67,Actuación ,Pontificia Universidad Católica de Chile,2,,11,Si,40.0,8.0,3800000,Arte y Arquitectura,Diurno,"33,3",700000.0,,"672,42",,25.0,15.0,20.0,0.0,20.0,20.0,"El egresado de la carrera de Actuación de la Pontificia Universidad Católica de Chile será capaz de poner en práctica las competencias y habilidades adquiridas durante la formación de pregrado y también podrá resolver, con propuestas coherentes, las exigencias de cada proyecto teatral. Además, estará motivado a continuar perfeccionándose en lenguajes y técnicas teatrales.",3
68,Agronomía,Pontificia Universidad Católica de Chile,2,,9,Si,230.0,10.0,4775000,Agropecuaria,Diurno,"78,78",1400000.0,,"611,65",,10.0,35.0,0.0,15.0,25.0,15.0,"El Ingeniero Agrónomo de la Pontificia Universidad Católica de Chile será un profesional que posee un sólido conocimiento de las plantas y animales, su biología y sus relaciones con el entorno biótico y abiótico, capaz de planificar y gestionar creativa y éticamente los recursos de la agricultura y medio ambiente para obtener bienes y servicios para satisfacer las necesidades de la humanidad de modo sustentable, con responsabilidad social y ambiental, y reconociendo la amplitud y complejidad de los sistemas agroecológicos.",2
69,Antropología,Pontificia Universidad Católica de Chile,2,,9,No,45.0,10.0,4439000,Sin área definida,Diurno,,,,"644,3",,20.0,25.0,15.0,0.0,20.0,20.0,"El Antropólogo de la Pontificia Universidad Católica de Chile es un profesional con conocimientos sólidos y actualizados en antropología y ciencias sociales. A partir del diálogo constante entre el trabajo en terreno y la discusión teórica, el antropólogo observa, analiza e interpreta las relaciones sociales y la diversidad cultural en una variedad de contextos en el mundo contemporáneo; desde comunidades en lugares recónditos a temáticas propias de las grandes metrópolis.",10
70,Arquitectura,Pontificia Universidad Católica de Chile,2,,10,Si,136.0,11.0,5370000,Arte y Arquitectura,Diurno,"89,4",1200000.0,,"690,8",,15.0,35.0,10.0,10.0,20.0,20.0,"El Arquitecto de la Pontificia Universidad Católica de Chile es un profesional experto en la relación entre forma y vida. Competente en el diseño y la materialización de los contextos construidos que habitamos, su formación disciplinar abarca aspectos culturales, técnicos, urbanos, territoriales, paisajísticos y teóricos. Su enfoque multidisciplinario es el de una carrera que se involucra con lo público y está al servicio de las personas y de la sociedad.",3
71,Arte,Pontificia Universidad Católica de Chile,2,,11,Si,76.0,8.0,3800000,Arte y Arquitectura,Diurno,"41,8",700000.0,,"621,5",,15.0,30.0,15.0,0.0,20.0,20.0,"El Licenciado en Arte de la Pontificia Universidad Católica de Chile es una persona con alta capacidad creativa, autocrítica, espíritu de experimentación y apto para desenvolverse en forma adecuada en el medio artístico y cultural. Domina el lenguaje artístico y las técnicas tradicionales y contemporáneas.",3
72,Astronomía,Pontificia Universidad Católica de Chile,2,,9,Si,28.0,9.0,3800000,Ciencias Básicas,Diurno,,,,"715,2",,10.0,35.0,0.0,15.0,20.0,20.0,"El Licenciado en Astronomía de la Pontificia Universidad Católica de Chile es un especialista en física aplicada al conocimiento del universo, su composición, origen y evolución a través de investigaciones astronómicas tanto observacionales como teóricas, basadas en sólidos conocimientos en el ámbito de las ciencias exactas y las aplicaciones informáticas.",4
73,Biología,Pontificia Universidad Católica de Chile,2,,8,Si,60.0,10.0,3345000,Ciencias Básicas,Diurno,,,,"643,85",,10.0,25.0,0.0,25.0,20.0,20.0,"El Biólogo de la Pontificia Universidad Católica de Chile es un especialista con sólidos y actualizados conocimientos en las ciencias biológicas, competente en el análisis e interpretación de resultados experimentales, en una gran variedad de ámbitos fundamentales para el desarrollo sustentable del país.",4
74,Biología Marina,Pontificia Universidad Católica de Chile,2,,8,Si,30.0,10.0,4439000,Ciencias Básicas,Diurno,,,,"636,75",,10.0,25.0,0.0,25.0,20.0,20.0,"El Biólogo Marino de la Pontificia Universidad Católica de Chile es un profesional con conocimientos sólidos y actualizados en el área de la biología marina. Su formación tiene un fuerte componente de actividades prácticas vinculadas con diversas problemáticas biológicas, sociales y económicas actuales.",4
75,Bioquímica,Pontificia Universidad Católica de Chile,2,,8,Si,40.0,11.0,4439000,Ciencias Básicas,Diurno,"75,5",1000000.0,,"684,6",,10.0,30.0,0.0,20.0,20.0,20.0,"El Bioquímico de la Pontificia Universidad Católica de Chile es un especialista de rigurosa formación científica dedicado al estudio de la estructura y el funcionamiento de la materia viva, animal o vegetal, desde una perspectiva químico-biológica. A través de esta combinación de ciencias, este profesional analiza e interpreta los procesos que regulan la vida en sus más diversas formas, siendo capaz de aplicar y desarrollar nuevos procesos tecnológicos y bioquímicos.",4
76,Ciencia Política,Pontificia Universidad Católica de Chile,2,,9,Si,10.0,35.0,4254000,Ciencias Sociales,Diurno,"65,6",,,"685,95",,20.0,25.0,15.0,0.0,20.0,20.0,"El egresado de la Licenciatura en Ciencia Política de la Pontificia Universidad Católica de Chile es un profesional capacitado para analizar, evaluar, desarrollar y administrar proyectos relacionados con el origen, distribución y empleo del poder en la sociedad, tanto al interior del Estado como en el ámbito de la sociedad civil e internacional. Comprende las relaciones de poder y sus implicancias.",5
77,College Artes y Humanidades,Pontificia Universidad Católica de Chile,2,,9,No,50.0,8.0,494000,Arte y Arquitectura,Diurno,,,,"663,6",,25.0,25.0,10.0,0.0,20.0,20.0,"El egresado de la carrera de College Artes y Humanidades de la Pontificia Universidad Católica de Chile posee herramientas para el manejo global de diversas problemáticas, gracias a la formación integral cimentada en sus habilidades, talentos e intereses. Asimismo, tiene la capacidad de adaptabilidad y versatilidad ante diversos escenarios de desarrollo social y económico",3
78,College Ciencias Naturales y Matemáticas,Pontificia Universidad Católica de Chile,2,,9,No,400.0,8.0,5586000,Sin área definida,Diurno,,,,"686,05",,10.0,35.0,0.0,15.0,20.0,20.0,"El egresado de la carrera de College Ciencias Naturales y Matemáticas de la Pontificia Universidad Católica de Chile posee herramientas para el manejo global de diversas problemáticas, gracias a la formación integral cimentada en sus habilidades, talentos e intereses. Asimismo, tiene la capacidad de adaptabilidad y versatilidad ante diversos escenarios de desarrollo social y económico",10
79,College Ciencias Sociales,Pontificia Universidad Católica de Chile,2,,9,No,350.0,8.0,4904000,Ciencias Sociales,Diurno,,,,"627,65",,25.0,25.0,10.0,0.0,20.0,20.0,"El egresado de la carrera de College Ciencias Sociales de la Pontificia Universidad Católica de Chile posee herramientas para el manejo global de diversas problemáticas, gracias a la formación integral cimentada en sus habilidades, talentos e intereses. Asimismo, tiene la capacidad de adaptabilidad y versatilidad ante diversos escenarios de desarrollo social y económico",5
80,Construcción Civil,Pontificia Universidad Católica de Chile,2,,9,Si,193.0,10.0,4775000,Tecnología,Diurno,"94,6",1600000.0,,"625,8",,10.0,40.0,0.0,10.0,20.0,20.0,"El Constructor Civil de la Pontificia Universidad Católica de Chile se caracteriza por ser un profesional integral, preparado para actuar como un gestor de proyectos en el sector de la construcción, con injerencia en todos los procesos involucrados. Optimiza el uso de tecnologías y de procesos constructivos. Considera de forma integrada, la calidad, seguridad, y sustentabilidad de dichos proyectos.",11
81,Derecho,Pontificia Universidad Católica de Chile,2,,8,Si,275.0,10.0,4904000,Derecho,Diurno,"96,6",2000000.0,,"710,7",,25.0,10.0,25.0,0.0,20.0,20.0,"La carrera de Derecho de la Pontificia Universidad Católica de Chile forma profesionales especializados en el conocimiento de las disposiciones jurídicas, capacitados para desempeñarse con actitud humanista, cristiana y ética en la interpretación y aplicación de las leyes y normas establecidas para preservar la justicia y el orden social.",6
82,Dirección Audiovisual,Pontificia Universidad Católica de Chile,2,,8,Si,125.0,9.0,4775000,Arte y Arquitectura,Diurno,,,,"667,2",,25.0,25.0,10.0,0.0,20.0,20.0,"El Director Audiovisual de la Pontificia Universidad Católica de Chile es capaz de crear, desarrollar y dirigir proyectos audiovisuales de ficción y no ficción en diferentes géneros, formas y soportes tecnológicos, promoviendo la innovación y un aporte autoral en el ámbito de los contenidos y la realización.",3
83,Diseño,Pontificia Universidad Católica de Chile,2,,10,Si,178.0,10.0,4775000,Arte y Arquitectura,Diurno,"79,8",900000.0,,"637,4",,20.0,30.0,0.0,10.0,20.0,20.0,"El Diseñador de la Pontificia Universidad Católica de Chile posee un perfil integral cuya visión estratégica y sistémica le permiten abordar las complejidades del proceso de Diseño, enfrentando el proyecto de diseño de manera interdisciplinaria, detectando oportunidades de innovación y emprendimiento, proyectando su implementación en sectores económico-productivos y de la sociedad en general.",3
84,Enfermería,Pontificia Universidad Católica de Chile,2,,9,Si,108.0,10.0,3951000,Salud,Diurno,"99,5",1400000.0,,"705,05",,15.0,20.0,0.0,25.0,20.0,20.0,"La Enfermera(o) de la Pontificia Universidad Católica de Chile es un profesional con sólida base científica y humanista, con pensamiento crítico, sensibilidad social y espíritu de servicio, capaz de brindar cuidados de enfermería de alta calidad técnica y humana a personas, familias y comunidades, sanos y enfermos, en las diferentes etapas del ciclo vital, en todos los niveles de atención en salud.",9
85,Estadística,Pontificia Universidad Católica de Chile,2,,9,Si,40.0,10.0,3345000,Administración y comercio,Diurno,,,,"668,45",,10.0,45.0,0.0,15.0,20.0,10.0,"El Estadístico de la Pontificia Universidad Católica de Chile es un profesional formado sobre una sólida base de conocimientos matemáticos, que lo habilitan para el trabajo especializado de recolección y análisis de información.",1
86,Filosofía,Pontificia Universidad Católica de Chile,2,,9,Si,25.0,8.0,3800000,Humanidades,Diurno,,,,"604,6",,30.0,20.0,10.0,0.0,20.0,20.0,"El Licenciado en Filosofía de la Pontificia Universidad Católica de Chile se caracteriza por poseer conocimientos y habilidades de gran relevancia para la sociedad y muy requeridas en muchos de sus ámbitos. Posee la capacidad de argumentar con claridad, rigor y de modo convincente. Puede expresarse por escrito adecuadamente y desarrollar autónomamente investigaciones en el ámbito amplio de las humanidades y ciencias sociales.",8
87,Física,Pontificia Universidad Católica de Chile,2,,9,Si,29.0,9.0,3345000,Ciencias Básicas,Diurno,,,,694.7,,10.0,45.0,0.0,15.0,20.0,10.0,"El egresado de la Licenciatura en Física de la Pontificia Universidad Católica de Chile es un especialista en el conocimiento, interpretación y aplicación de las teorías y leyes físicas que explican fenómenos naturales, siendo capaz de estudiar y analizar el comportamiento del entorno en base a una sólida formación para la investigación científica.",4
88,Fonoaudiología,Pontificia Universidad Católica de Chile,2,,9,No,55.0,10.0,3951000,Salud,Diurno,,,,"647,15",,15.0,20.0,0.0,25.0,20.0,20.0,"El Fonoaudiólogo de la Pontificia Universidad Católica de Chile es un profesional formado integralmente en áreas científico-humanistas, capaz de diagnosticar e intervenir los problemas en el ámbito del lenguaje, voz, audición, motricidad orofacial y la deglución; de modo de prevenir, pesquisar y tratar a personas y/o grupos durante las diferentes etapas de la vida.",9
89,Geografía,Pontificia Universidad Católica de Chile,2,,9,Si,50.0,10.0,3345000,Ciencias Sociales,Diurno,"87,3",1300000.0,,"628,85",,20.0,25.0,15.0,15.0,20.0,20.0,"El Geógrafo de la Pontificia Universidad Católica de Chile es un profesional especializado en el conocimiento de las interrelaciones del hombre con su medio ambiente natural, capacitado para desempeñarse en actividades de investigación, planificación, desarrollo y administración del espacio geográfico, en beneficio de la sociedad.",5
90,Historia,Pontificia Universidad Católica de Chile,2,,9,Si,60.0,8.0,3345000,Humanidades,Diurno,,,,"659,8",,15.0,10.0,0.0,35.0,20.0,20.0,La obtención del grado académico de Licenciado en Historia de la Pontificia Universidad Católica de Chile permite aportar a la sociedad en diversos ámbitos a través de una mirada crítica del pasado. Un historiador investiga e interpreta el pasado para poder comprender el mundo actual. Con su trabajo contribuye a la construcción del presente y al desarrollo de la sociedad en el futuro.,8
91,Ingeniería,Pontificia Universidad Católica de Chile,2,,9,Si,650.0,8.0,6009000,Tecnología,Diurno,"96,3",2400000.0,,"735,5",,10.0,35.0,0.0,15.0,20.0,20.0,"El Ingeniero de la Pontificia Universidad Católica de Chile es un profesional formado en base a sólidos conocimientos científicos, teniendo la capacidad de aplicarlos tanto en modelos preestablecidos como en el desarrollo de nuevos diseños, buscando siempre soluciones innovadoras que se adapten a problemas específicos.",11
92,Ingeniería Comercial,Pontificia Universidad Católica de Chile,2,,9,Si,415.0,10.0,5586000,Administración y comercio,Diurno,"96,5",2200000.0,,"713,9",,10.0,40.0,10.0,10.0,20.0,20.0,El Ingeniero Comercial de la Pontificia Universidad Católica de Chile es un profesional preparado para abordar con eficiencia y responsabilidad social los desafíos relacionados con la asignación de recursos en el mercado y su administración para el incremento del bienestar conjunto de la comunidad.,1
93,Ingeniería Forestal,Pontificia Universidad Católica de Chile,2,,9,Si,230.0,10.0,4775000,Agropecuaria,Diurno,,,,"611,25",,10.0,35.0,0.0,15.0,25.0,15.0,"El Ingeniero Forestal de la Pontificia Universidad Católica de Chile estudia, comprende y maneja los recursos forestales y recursos naturales asociados a éstos, incrementando su capacidad de producción de bienes y servicios para la sociedad, restaurando los ecosistemas degradados, y asegurando para las generaciones actuales y futuras la permanencia del bosque y los recursos asociados (agua, suelo, flora, fauna), conscientes de que son un patrimonio de la humanidad.",2
